w1,w2,w3,w4,count,p1,p2,p3,p4,joint.prob.nonnorm,joint.prob,expected,disparity,score
share,this,page,var,12,0.000654371,0.006764022,0.00024991,0.00024991,2.76E-13,5.93E-09,0.001804743,6649.146849,0.129484358
might,be,lattimer,said,12,0.000414325,0.005813705,7.89E-05,0.001703337,3.24E-13,6.95E-09,0.002113949,5676.578788,0.129453059
trouble,before,was,doing,12,0.000128243,0.001032525,0.005981408,0.00042419,3.36E-13,7.21E-09,0.002193398,5470.963443,0.129446441
started,by,asimplebijou,in,12,0.000335406,0.002772032,3.95E-05,0.012064753,4.43E-13,9.50E-09,0.002889731,4152.635125,0.129404015
international,audience,would,you,12,0.000167703,0.000108514,0.002259058,0.010821778,4.45E-13,9.55E-09,0.002904487,4131.537908,0.129403336
her,ordeal,when,asked,12,0.008010286,4.93E-05,0.002801627,0.000407749,4.51E-13,9.69E-09,0.002946664,4072.402115,0.129401433
to,characterize,her,overall,12,0.02759208,5.26E-05,0.008010286,4.27E-05,4.97E-13,1.07E-08,0.003245302,3697.652865,0.129389372
his,own,investigation,into,12,0.006356274,0.00086811,0.000111802,0.001025948,6.33E-13,1.36E-08,0.004132093,2904.097449,0.129363834
would,base,his,court,12,0.002259058,6.58E-05,0.006356274,0.0006741,6.37E-13,1.37E-08,0.004155978,2887.407163,0.129363297
asked,what,his,defense,12,0.000407749,0.002982483,0.006356274,8.88E-05,6.86E-13,1.47E-08,0.004480488,2678.279436,0.129356567
he,declined,to,characterize,12,0.007599249,6.25E-05,0.02759208,5.26E-05,6.89E-13,1.48E-08,0.004499746,2666.817075,0.129356198
by,asimplebijou,in,talk,12,0.002772032,3.95E-05,0.012064753,0.000542569,7.16E-13,1.54E-08,0.004674565,2567.083532,0.129352988
declined,to,characterize,her,12,6.25E-05,0.02759208,5.26E-05,0.008010286,7.27E-13,1.56E-08,0.004743134,2529.973013,0.129351794
said,grinsell,had,never,12,0.001703337,0.000207163,0.002505681,0.001012795,8.95E-13,1.92E-08,0.005846242,2052.600736,0.129336431
findings,of,that,investigation,12,4.60E-05,0.01604359,0.011456419,0.000111802,9.46E-13,2.03E-08,0.006176134,1942.963133,0.129332903
delivered,to,your,inbox,12,8.88E-05,0.02759208,0.004748297,8.22E-05,9.56E-13,2.05E-08,0.006242887,1922.187683,0.129332234
grinsell,had,never,been,12,0.000207163,0.002505681,0.001012795,0.00187104,9.84E-13,2.11E-08,0.006421837,1868.62422,0.12933051
strategy,on,the,findings,12,9.54E-05,0.007816276,0.032968442,4.60E-05,1.13E-12,2.43E-08,0.007385564,1624.791213,0.129322663
matter,and,would,base,12,0.000381442,0.022837206,0.002259058,6.58E-05,1.29E-12,2.78E-08,0.008449242,1420.245773,0.12931608
be,conducting,his,own,12,0.005813705,4.27E-05,0.006356274,0.00086811,1.37E-12,2.94E-08,0.008952868,1340.352669,0.129313509
investigation,into,the,matter,12,0.000111802,0.001025948,0.032968442,0.000381442,1.44E-12,3.10E-08,0.00941716,1274.269466,0.129311383
saying,she,had,lost,12,0.000470226,0.007934655,0.002505681,0.000157838,1.48E-12,3.17E-08,0.009633638,1245.635306,0.129310461
lattimer,said,he,would,12,7.89E-05,0.001703337,0.007599249,0.002259058,2.31E-12,4.95E-08,0.015066017,796.4945221,0.129296007
state,saying,she,had,12,0.00024991,0.000470226,0.007934655,0.002505681,2.34E-12,5.02E-08,0.015253261,786.7170352,0.129295692
doing,well,in,school,12,0.00042419,0.001321894,0.012064753,0.000371577,2.51E-12,5.40E-08,0.016411289,731.2040002,0.129293905
outside,of,family,court,12,0.000210451,0.01604359,0.00123311,0.0006741,2.81E-12,6.03E-08,0.018323005,654.9144253,0.12929145
never,been,in,trouble,12,0.001012795,0.00187104,0.012064753,0.000128243,2.93E-12,6.29E-08,0.019141505,626.9099685,0.129290549
been,in,trouble,before,12,0.00187104,0.012064753,0.000128243,0.001032525,2.99E-12,6.42E-08,0.019514391,614.9307971,0.129290164
his,court,strategy,on,12,0.006356274,0.0006741,9.54E-05,0.007816276,3.19E-12,6.86E-08,0.020850365,575.5294911,0.129288896
of,that,investigation,grinsells,12,0.01604359,0.011456419,0.000111802,0.000157838,3.24E-12,6.96E-08,0.021175315,566.6975804,0.129288611
own,investigation,into,the,12,0.00086811,0.000111802,0.001025948,0.032968442,3.28E-12,7.05E-08,0.021432158,559.9062805,0.129288393
had,lost,a,lot,12,0.002505681,0.000157838,0.021117428,0.00040446,3.38E-12,7.25E-08,0.022053239,544.1377492,0.129287885
before,was,doing,well,12,0.001032525,0.005981408,0.00042419,0.001321894,3.46E-12,7.43E-08,0.022608871,530.7651101,0.129287455
would,be,conducting,his,12,0.002259058,0.005813705,4.27E-05,0.006356274,3.57E-12,7.66E-08,0.023297803,515.0700212,0.12928695
from,her,ordeal,when,12,0.003271853,0.008010286,4.93E-05,0.002801627,3.62E-12,7.78E-08,0.023644601,507.5154394,0.129286707
he,would,be,conducting,12,0.007599249,0.002259058,0.005813705,4.27E-05,4.27E-12,9.16E-08,0.027853711,430.8223068,0.129284239
and,friends,he,declined,12,0.022837206,0.000473514,0.007599249,6.25E-05,5.13E-12,1.10E-07,0.033518846,358.0075526,0.129281895
be,lattimer,said,he,12,0.005813705,7.89E-05,0.001703337,0.007599249,5.94E-12,1.27E-07,0.038772515,309.4975886,0.129280334
friends,he,declined,to,12,0.000473514,0.007599249,6.25E-05,0.02759208,6.20E-12,1.33E-07,0.040497716,296.3130083,0.12927991
audience,would,you,like,12,0.000108514,0.002259058,0.010821778,0.00312388,8.29E-12,1.78E-07,0.054103198,221.7983509,0.129277512
in,trouble,before,was,12,0.012064753,0.000128243,0.001032525,0.005981408,9.56E-12,2.05E-07,0.062384318,192.3560327,0.129276564
a,lot,of,blood,12,0.021117428,0.00040446,0.01604359,9.21E-05,1.26E-11,2.71E-07,0.082369235,145.6854619,0.129275062
blood,and,was,still,12,9.21E-05,0.022837206,0.005981408,0.001019371,1.28E-11,2.75E-07,0.083699997,143.3691805,0.129274988
simpson,really,about,the,12,8.55E-05,0.001265993,0.003791404,0.032968442,1.35E-11,2.90E-07,0.088326669,135.8593061,0.129274746
lot,of,blood,and,12,0.00040446,0.01604359,9.21E-05,0.022837206,1.36E-11,2.93E-07,0.089077287,134.714476,0.129274709
lives,of,so,many,12,0.000348559,0.01604359,0.003745368,0.000664236,1.39E-11,2.99E-07,0.090826493,132.1200412,0.129274626
really,about,the,kardashians,12,0.001265993,0.003791404,0.032968442,9.21E-05,1.46E-11,3.13E-07,0.095121028,126.15507,0.129274434
court,strategy,on,the,12,0.0006741,9.54E-05,0.007816276,0.032968442,1.66E-11,3.56E-07,0.108145763,110.9613511,0.129273945
was,still,upset,and,12,0.005981408,0.001019371,0.000141397,0.022837206,1.97E-11,4.23E-07,0.128539281,93.3566757,0.129273378
and,was,still,upset,12,0.022837206,0.005981408,0.001019371,0.000141397,1.97E-11,4.23E-07,0.128539281,93.3566757,0.129273378
and,would,base,his,12,0.022837206,0.002259058,6.58E-05,0.006356274,2.16E-11,4.63E-07,0.140796418,85.22944108,0.129273117
lost,a,lot,of,12,0.000157838,0.021117428,0.00040446,0.01604359,2.16E-11,4.64E-07,0.141204402,84.98318609,0.129273109
when,asked,what,his,12,0.002801627,0.000407749,0.002982483,0.006356274,2.17E-11,4.65E-07,0.141384301,84.87505256,0.129273105
baby,mama,daddy,drama,12,0.006152399,0.00366316,0.000739866,0.001381084,2.30E-11,4.94E-07,0.150345888,79.8159506,0.129272942
view,this,in,our,12,0.000259775,0.006764022,0.012064753,0.001535634,3.26E-11,6.99E-07,0.212533182,56.46177174,0.129272191
was,doing,well,in,12,0.005981408,0.00042419,0.001321894,0.012064753,4.05E-11,8.69E-07,0.264178179,45.42388786,0.129271836
is,the,people,vs,12,0.011732635,0.032968442,0.00152248,8.22E-05,4.84E-11,1.04E-06,0.316063478,37.96705676,0.129271596
had,never,been,in,12,0.002505681,0.001012795,0.00187104,0.012064753,5.73E-11,1.23E-06,0.37399555,32.08594327,0.129271406
she,had,lost,a,12,0.007934655,0.002505681,0.000157838,0.021117428,6.63E-11,1.42E-06,0.432637939,27.73681855,0.129271266
and,outside,of,family,12,0.022837206,0.000210451,0.01604359,0.00123311,9.51E-11,2.04E-06,0.620747642,19.33152731,0.129270996
family,and,friends,he,12,0.00123311,0.022837206,0.000473514,0.007599249,1.01E-10,2.18E-06,0.66155617,18.13904933,0.129270957
to,avoid,baby,mama,12,0.02759208,0.000180856,0.006152399,0.00366316,1.12E-10,2.41E-06,0.734236817,16.34350079,0.1292709
well,in,school,and,12,0.001321894,0.012064753,0.000371577,0.022837206,1.35E-10,2.91E-06,0.883537989,13.58175897,0.129270811
like,to,view,this,12,0.00312388,0.02759208,0.000259775,0.006764022,1.51E-10,3.25E-06,0.988779556,12.13617326,0.129270764
support,of,her,family,12,0.001012795,0.01604359,0.008010286,0.00123311,1.60E-10,3.45E-06,1.047830064,11.45223869,0.129270742
in,the,first,place,12,0.012064753,0.032968442,0.001348201,0.000315676,1.69E-10,3.63E-06,1.105175556,10.85800345,0.129270723
said,he,would,be,12,0.001703337,0.007599249,0.002259058,0.005813705,1.70E-10,3.65E-06,1.109863251,10.81214283,0.129270722
on,the,findings,of,12,0.007816276,0.032968442,4.60E-05,0.01604359,1.90E-10,4.09E-06,1.242557527,9.657500548,0.129270685
of,blood,and,was,12,0.01604359,9.21E-05,0.022837206,0.005981408,2.02E-10,4.33E-06,1.317329955,9.109335103,0.129270667
end,of,the,day,12,0.00038473,0.01604359,0.032968442,0.001052254,2.14E-10,4.60E-06,1.39796123,8.58392904,0.12927065
you,like,to,view,12,0.010821778,0.00312388,0.02759208,0.000259775,2.42E-10,5.20E-06,1.581951151,7.585569247,0.129270618
in,school,and,had,12,0.012064753,0.000371577,0.022837206,0.002505681,2.57E-10,5.51E-06,1.674766038,7.165179928,0.129270604
the,findings,of,that,12,0.032968442,4.60E-05,0.01604359,0.011456419,2.79E-10,5.99E-06,1.821232825,6.588943399,0.129270586
into,the,matter,and,12,0.001025948,0.032968442,0.000381442,0.022837206,2.95E-10,6.33E-06,1.923593507,6.23832424,0.129270574
for,him,because,he,12,0.008924432,0.003446133,0.001917076,0.007599249,4.48E-10,9.62E-06,2.925097826,4.102426898,0.129270506
to,view,this,in,12,0.02759208,0.000259775,0.006764022,0.012064753,5.85E-10,1.26E-05,3.818770725,3.142372471,0.129270475
love,and,support,of,12,0.001703337,0.022837206,0.001012795,0.01604359,6.32E-10,1.36E-05,4.12652341,2.908016945,0.129270467
the,matter,and,would,12,0.032968442,0.000381442,0.022837206,0.002259058,6.49E-10,1.39E-05,4.235604933,2.833125419,0.129270465
the,lives,of,so,12,0.032968442,0.000348559,0.01604359,0.003745368,6.91E-10,1.48E-05,4.50805158,2.661903882,0.129270459
school,and,had,the,12,0.000371577,0.022837206,0.002505681,0.032968442,7.01E-10,1.50E-05,4.576507031,2.622087089,0.129270458
the,baby,mama,drama,12,0.032968442,0.006152399,0.00366316,0.001381084,1.03E-09,2.20E-05,6.699412786,1.791201764,0.129270431
the,love,and,support,12,0.032968442,0.001703337,0.022837206,0.001012795,1.30E-09,2.79E-05,8.479713816,1.415142098,0.129270419
californias,safely,surrendered,baby,11,3.62E-05,4.27E-05,3.62E-05,0.006152399,3.44E-16,7.39E-12,2.25E-06,4896541.123,0.094994497
closed,contact,eric,legette,11,7.89E-05,0.000302523,8.22E-05,0.000180856,3.55E-16,7.62E-12,2.32E-06,4746682.127,0.090171704
contact,eric,legette,336,11,0.000302523,8.22E-05,0.000180856,9.21E-05,4.14E-16,8.89E-12,2.70E-06,4068584.681,0.068349032
invasion,impersonation,or,misrepresentation,9,2.96E-05,2.96E-05,0.003367214,2.96E-05,8.73E-17,1.87E-12,5.70E-07,15794804.53,0.062009913
grinsells,possible,motive,ramsey,10,0.000157838,0.000144685,5.26E-05,0.00013482,1.62E-16,3.48E-12,1.06E-06,9455869.676,0.049866376
mr,legette,truly,believes,11,0.000305811,0.000180856,0.00017428,6.58E-05,6.34E-16,1.36E-11,4.14E-06,2657910.869,0.022950436
that,californias,safely,surrendered,11,0.011456419,3.62E-05,4.27E-05,3.62E-05,6.41E-16,1.38E-11,4.18E-06,2629571.883,0.022038425
tragedy,from,occurring,grinsells,11,4.27E-05,0.003271853,3.62E-05,0.000157838,7.99E-16,1.71E-11,5.21E-06,2110044.239,0.005318879
yahoo,com,www,fatherswithvoices,11,5.92E-05,0.001226534,0.000236757,9.86E-05,1.70E-15,3.64E-11,1.11E-05,993703.5202,-0.030607429
fatherswithvoices,yahoo,com,www,11,9.86E-05,5.92E-05,0.001226534,0.000236757,1.70E-15,3.64E-11,1.11E-05,993703.5202,-0.030607429
aware,that,californias,safely,11,9.86E-05,0.011456419,3.62E-05,4.27E-05,1.75E-15,3.75E-11,1.14E-05,964176.3572,-0.031557678
safely,surrendered,baby,law,11,4.27E-05,3.62E-05,0.006152399,0.000226892,2.16E-15,4.63E-11,1.41E-05,780608.0052,-0.037465312
from,occurring,grinsells,attorney,11,0.003271853,3.62E-05,0.000157838,0.000121667,2.27E-15,4.88E-11,1.48E-05,741366.8948,-0.038728178
trending,now,alphabetical,list,11,0.000226892,0.002226175,3.62E-05,0.000138108,2.52E-15,5.42E-11,1.65E-05,667747.3626,-0.041097417
pound,22,inch,boy,6,2.96E-05,0.000121667,2.63E-05,0.000318965,3.02E-17,6.49E-13,1.97E-07,30418971.56,-0.042924247
surrendered,baby,law,allows,11,3.62E-05,0.006152399,0.000226892,5.59E-05,2.82E-15,6.06E-11,1.84E-05,596935.5334,-0.043376298
now,alphabetical,list,type,11,0.002226175,3.62E-05,0.000138108,0.000259775,2.89E-15,6.20E-11,1.89E-05,583222.38,-0.043817617
www,fatherswithvoices,info,share,11,0.000236757,9.86E-05,0.000194009,0.000654371,2.97E-15,6.37E-11,1.94E-05,568241.6689,-0.04429973
isnt,known,whether,grinsell,11,0.000378154,0.000184145,0.000207163,0.000207163,2.99E-15,6.42E-11,1.95E-05,563799.8424,-0.044442677
today,mr,legette,truly,11,0.000325541,0.000305811,0.000180856,0.00017428,3.14E-15,6.74E-11,2.05E-05,536951.6906,-0.04530671
email,ten,words,trending,11,0.000453785,0.000144685,0.000217027,0.000226892,3.23E-15,6.94E-11,2.11E-05,521155.2621,-0.045815074
daily,email,ten,words,11,0.00026964,0.000453785,0.000144685,0.000217027,3.84E-15,8.25E-11,2.51E-05,438533.0864,-0.048474038
words,trending,now,alphabetical,11,0.000217027,0.000226892,0.002226175,3.62E-05,3.97E-15,8.51E-11,2.59E-05,424930.1399,-0.048911811
com,www,fatherswithvoices,info,11,0.001226534,0.000236757,9.86E-05,0.000194009,5.56E-15,1.19E-10,3.63E-05,303163.7858,-0.052830521
alphabetical,list,type,your,11,3.62E-05,0.000138108,0.000259775,0.004748297,6.16E-15,1.32E-10,4.02E-05,273435.9773,-0.053787227
free,daily,email,ten,11,0.000440631,0.00026964,0.000453785,0.000144685,7.80E-15,1.67E-10,5.09E-05,215993.9082,-0.05563584
sent,from,daily,urbandictionary,11,0.000226892,0.003271853,0.00026964,3.95E-05,7.90E-15,1.70E-10,5.16E-05,213316.5968,-0.055722002
day,every,morning,emails,11,0.001052254,0.000703695,0.000161126,7.23E-05,8.63E-15,1.85E-10,5.63E-05,195213.3003,-0.056304606
be,closed,contact,eric,11,0.005813705,7.89E-05,0.000302523,8.22E-05,1.14E-14,2.45E-10,7.45E-05,147662.6227,-0.057834891
morning,emails,are,sent,11,0.000161126,7.23E-05,0.004843658,0.000226892,1.28E-14,2.75E-10,8.36E-05,131528.9393,-0.058354109
our,free,urban,word,11,0.001535634,0.000440631,0.000108514,0.000213739,1.57E-14,3.37E-10,0.000102459,107360.1083,-0.059131915
ten,words,trending,now,11,0.000144685,0.000217027,0.000226892,0.002226175,1.59E-14,3.40E-10,0.000103546,106232.535,-0.059168203
daily,urbandictionary,com,well,11,0.00026964,3.95E-05,0.001226534,0.001321894,1.73E-14,3.70E-10,0.000112624,97670.16762,-0.059443759
effective,ways,to,confront,11,6.58E-05,0.000200586,0.02759208,4.93E-05,1.80E-14,3.85E-10,0.00011721,93848.45029,-0.05956675
negatively,impacting,the,lives,11,4.60E-05,3.62E-05,0.032968442,0.000348559,1.91E-14,4.11E-10,0.000124927,88051.67663,-0.059753303
avoid,this,horrific,social,11,0.000180856,0.006764022,4.60E-05,0.000351848,1.98E-14,4.25E-10,0.000129363,85032.14249,-0.059850478
both,books,are,designed,11,0.000605046,8.55E-05,0.004843658,9.54E-05,2.39E-14,5.13E-10,0.000155989,70518.00229,-0.060317575
whether,grinsell,was,aware,11,0.000207163,0.000207163,0.005981408,9.86E-05,2.53E-14,5.44E-10,0.000165324,66536.02684,-0.060445724
people,today,mr,legette,11,0.00152248,0.000325541,0.000305811,0.000180856,2.74E-14,5.88E-10,0.000178963,61465.31232,-0.060608911
curtains,cannot,at,some,11,4.27E-05,0.000124955,0.003774962,0.001611264,3.25E-14,6.97E-10,0.000212112,51859.34168,-0.060918052
separated,and,divorced,fathers,11,5.92E-05,0.022837206,9.54E-05,0.000253199,3.26E-14,7.01E-10,0.000213076,51624.80665,-0.0609256
which,went,into,effect,11,0.000930587,0.000509686,0.001025948,6.91E-05,3.36E-14,7.21E-10,0.000219378,50141.79696,-0.060973327
and,provide,effective,ways,11,0.022837206,0.00011509,6.58E-05,0.000200586,3.47E-14,7.44E-10,0.000226361,48595.02292,-0.061023105
every,morning,emails,are,11,0.000703695,0.000161126,7.23E-05,0.004843658,3.97E-14,8.53E-10,0.00025938,42408.86362,-0.06122219
provide,effective,ways,to,11,0.00011509,6.58E-05,0.000200586,0.02759208,4.19E-14,8.99E-10,0.000273491,40220.76441,-0.061292607
this,horrific,social,problem,11,0.006764022,4.60E-05,0.000351848,0.000388019,4.25E-14,9.13E-10,0.000277542,39633.62574,-0.061311503
from,daily,urbandictionary,com,11,0.003271853,0.00026964,3.95E-05,0.001226534,4.27E-14,9.17E-10,0.000278758,39460.71094,-0.061317068
known,whether,grinsell,was,11,0.000184145,0.000207163,0.000207163,0.005981408,4.73E-14,1.01E-09,0.000308605,35644.30009,-0.061439888
address,and,provide,effective,11,0.000279505,0.022837206,0.00011509,6.58E-05,4.83E-14,1.04E-09,0.000315421,34874.07527,-0.061464676
truly,believes,the,power,11,0.00017428,6.58E-05,0.032968442,0.000157838,5.96E-14,1.28E-09,0.000389382,28249.91292,-0.061677856
allows,for,an,unwanted,11,5.59E-05,0.008924432,0.002508969,4.93E-05,6.17E-14,1.33E-09,0.000403065,27290.86837,-0.06170872
urbandictionary,com,well,never,11,3.95E-05,0.001226534,0.001321894,0.001012795,6.48E-14,1.39E-09,0.000423027,26003.09657,-0.061750163
point,be,closed,contact,11,0.000473514,0.005813705,7.89E-05,0.000302523,6.57E-14,1.41E-09,0.000429086,25635.872,-0.061761981
every,new,post,delivered,11,0.000703695,0.001854598,0.000582028,8.88E-05,6.74E-14,1.45E-09,0.000440282,24984.00215,-0.06178296
legette,truly,believes,the,11,0.000180856,0.00017428,6.58E-05,0.032968442,6.83E-14,1.47E-09,0.000446167,24654.46946,-0.061793565
horrific,social,problem,that,11,4.60E-05,0.000351848,0.000388019,0.011456419,7.20E-14,1.55E-09,0.000470081,23400.22048,-0.06183393
list,type,your,email,11,0.000138108,0.000259775,0.004748297,0.000453785,7.73E-14,1.66E-09,0.000504689,21795.62138,-0.061885569
of,tragedy,from,occurring,11,0.01604359,4.27E-05,0.003271853,3.62E-05,8.12E-14,1.74E-09,0.000529896,20758.78735,-0.061918937
fatherswithvoices,info,share,this,11,9.86E-05,0.000194009,0.000654371,0.006764022,8.47E-14,1.82E-09,0.000553046,19889.83965,-0.061946901
mama,dog,t,shirt,11,0.00366316,0.00026964,0.000447208,0.000203874,9.01E-14,1.93E-09,0.000587936,18709.50404,-0.061984887
many,people,today,mr,11,0.000664236,0.00152248,0.000325541,0.000305811,1.01E-13,2.16E-09,0.000657281,16735.60484,-0.062048412
law,which,went,into,11,0.000226892,0.000930587,0.000509686,0.001025948,1.10E-13,2.37E-09,0.000720813,15260.5469,-0.062095882
live,tmz,sports,see,11,0.000723425,0.000805632,0.000124955,0.00152248,1.11E-13,2.38E-09,0.000723859,15196.32466,-0.062097949
it,isnt,known,whether,11,0.007714339,0.000378154,0.000184145,0.000207163,1.11E-13,2.39E-09,0.000726533,15140.40497,-0.062099749
charges,brought,the,law,11,9.21E-05,0.000164415,0.032968442,0.000226892,1.13E-13,2.43E-09,0.000739274,14879.45724,-0.062108147
com,well,never,spam,11,0.001226534,0.001321894,0.001012795,7.23E-05,1.19E-13,2.55E-09,0.000775549,14183.50722,-0.062130544
type,your,email,address,11,0.000259775,0.004748297,0.000453785,0.000279505,1.56E-13,3.36E-09,0.001021393,10769.60115,-0.062240411
free,urban,word,of,11,0.000440631,0.000108514,0.000213739,0.01604359,1.64E-13,3.52E-09,0.001070443,10276.11613,-0.062256292
your,email,address,below,11,0.004748297,0.000453785,0.000279505,0.000282793,1.70E-13,3.66E-09,0.001111897,9893.005711,-0.062268622
get,our,free,urban,11,0.002604329,0.001535634,0.000440631,0.000108514,1.91E-13,4.11E-09,0.001248422,8811.119999,-0.062303439
tmz,sports,see,also,11,0.000805632,0.000124955,0.00152248,0.001331759,2.04E-13,4.38E-09,0.001332559,8254.793645,-0.062321343
info,share,this,page,11,0.000194009,0.000654371,0.006764022,0.00024991,2.15E-13,4.61E-09,0.00140105,7851.252494,-0.06233433
that,is,negatively,impacting,11,0.011456419,0.011732635,4.60E-05,3.62E-05,2.24E-13,4.81E-09,0.00146125,7527.802277,-0.062344739
went,into,effect,this,11,0.000509686,0.001025948,6.91E-05,0.006764022,2.44E-13,5.24E-09,0.001594559,6898.45821,-0.062364993
was,aware,that,californias,11,0.005981408,9.86E-05,0.011456419,3.62E-05,2.45E-13,5.25E-09,0.001596341,6890.760112,-0.062365241
emails,are,sent,from,11,7.23E-05,0.004843658,0.000226892,0.003271853,2.60E-13,5.58E-09,0.001698237,6477.30455,-0.062378546
law,allows,for,an,11,0.000226892,5.59E-05,0.008924432,0.002508969,2.84E-13,6.10E-09,0.0018541,5932.797471,-0.06239607
some,point,be,closed,11,0.001611264,0.000473514,0.005813705,7.89E-05,3.50E-13,7.51E-09,0.002285351,4813.265764,-0.062432099
cannot,at,some,point,11,0.000124955,0.003774962,0.001611264,0.000473514,3.60E-13,7.73E-09,0.002349551,4681.746124,-0.062436331
terms,of,use,privacy,11,0.000223604,0.01604359,0.000575452,0.000213739,4.41E-13,9.47E-09,0.002880659,3818.570211,-0.06246411
hospital,with,no,questions,11,0.000124955,0.008704116,0.002219599,0.000203874,4.92E-13,1.06E-08,0.00321317,3423.410009,-0.062476827
