w1,w2,w3,count,p1,p2,p3,joint.prob.nonnorm,joint.prob,expected,disparity,score
why,you,need,15,0.001223246,0.010821778,0.000914146,1.21E-08,1.77E-06,0.53687925,27.93924332,-0.041541901
more,video,if,15,0.00241032,0.001417255,0.003620412,1.24E-08,1.80E-06,0.548693183,27.33768244,-0.041544292
is,a,demon,15,0.011732635,0.021117428,5.26E-05,1.30E-08,1.90E-06,0.578330545,25.93672447,-0.041549861
baby,was,born,15,0.006152399,0.005981408,0.000378154,1.39E-08,2.03E-06,0.617398156,24.29550503,-0.041556385
is,angry,he,15,0.011732635,0.000170991,0.007599249,1.52E-08,2.22E-06,0.676377474,22.17696562,-0.041564807
change,you,are,15,0.000292658,0.010821778,0.004843658,1.53E-08,2.24E-06,0.680583846,22.03990013,-0.041565352
for,the,cadillac,15,0.008924432,0.032968442,5.26E-05,1.55E-08,2.26E-06,0.686781404,21.84101071,-0.041566142
for,fox,news,15,0.008924432,0.001025948,0.001792121,1.64E-08,2.39E-06,0.727984178,20.60484341,-0.041571056
get,the,bossip,15,0.002604329,0.032968442,0.000213739,1.84E-08,2.68E-06,0.814192766,18.42315558,-0.041579729
his,gifts,and,15,0.006356274,0.000144685,0.022837206,2.10E-08,3.06E-06,0.931789434,16.09805762,-0.041588972
in,front,of,15,0.012064753,0.000108514,0.01604359,2.10E-08,3.06E-06,0.931866009,16.09673478,-0.041588977
doors,for,the,15,7.23E-05,0.008924432,0.032968442,2.13E-08,3.11E-06,0.94432443,15.88437143,-0.041589821
i,agree,with,15,0.014264622,0.000187433,0.008704116,2.33E-08,3.40E-06,1.032474527,14.52820346,-0.041595213
in,love,video,15,0.012064753,0.001703337,0.001417255,2.91E-08,4.25E-06,1.292158363,11.60848425,-0.041606819
and,more,2015,15,0.022837206,0.00241032,0.000644506,3.55E-08,5.18E-06,1.573958572,9.530111066,-0.041615081
in,child,support,15,0.012064753,0.003038384,0.001012795,3.71E-08,5.42E-06,1.647143362,9.106675438,-0.041616764
is,in,hot,15,0.011732635,0.012064753,0.000263064,3.72E-08,5.43E-06,1.652051362,9.079620853,-0.041616872
having,a,child,15,0.0006741,0.021117428,0.003038384,4.33E-08,6.31E-06,1.918921172,7.816892232,-0.041621892
i,hope,you,15,0.014264622,0.000322253,0.010821778,4.97E-08,7.26E-06,2.207011045,6.796522397,-0.041625948
video,if,you,15,0.001417255,0.003620412,0.010821778,5.55E-08,8.10E-06,2.463505138,6.08888521,-0.041628761
relationship,with,his,15,0.001124597,0.008704116,0.006356274,6.22E-08,9.08E-06,2.760405616,5.433984017,-0.041631364
child,support,and,15,0.003038384,0.001012795,0.022837206,7.03E-08,1.03E-05,3.117855179,4.810999594,-0.041633841
want,to,see,15,0.001706625,0.02759208,0.00152248,7.17E-08,1.05E-05,3.180702652,4.7159391,-0.041634219
a,bit,of,15,0.021117428,0.000217027,0.01604359,7.35E-08,1.07E-05,3.262165992,4.598171901,-0.041634687
and,more,video,15,0.022837206,0.00241032,0.001417255,7.80E-08,1.14E-05,3.461102777,4.333878814,-0.041635737
in,the,south,15,0.012064753,0.032968442,0.000210451,8.37E-08,1.22E-05,3.713781829,4.039009476,-0.04163691
care,of,her,15,0.000690542,0.01604359,0.008010286,8.87E-08,1.29E-05,3.937208353,3.809805999,-0.041637821
was,trying,to,15,0.005981408,0.000611623,0.02759208,1.01E-07,1.47E-05,4.478374058,3.349429906,-0.041639651
deal,with,the,15,0.000355136,0.008704116,0.032968442,1.02E-07,1.49E-05,4.521331997,3.317606407,-0.041639777
of,my,life,15,0.01604359,0.005422398,0.001236399,1.08E-07,1.57E-05,4.771998733,3.143336962,-0.04164047
side,of,the,15,0.000256487,0.01604359,0.032968442,1.36E-07,1.98E-05,6.018858342,2.492166977,-0.041643059
the,real,on,15,0.032968442,0.000542569,0.007816276,1.40E-07,2.04E-05,6.203000657,2.418184493,-0.041643353
dog,of,the,15,0.00026964,0.01604359,0.032968442,1.43E-07,2.08E-05,6.327517745,2.370597856,-0.041643542
need,to,be,15,0.000914146,0.02759208,0.005813705,1.47E-07,2.14E-05,6.505816036,2.305629289,-0.0416438
the,south,and,15,0.032968442,0.000210451,0.022837206,1.58E-07,2.31E-05,7.029766913,2.133783408,-0.041644483
issues,in,the,15,0.000437343,0.012064753,0.032968442,1.74E-07,2.54E-05,7.717702864,1.943583507,-0.041645239
have,a,new,15,0.005576948,0.021117428,0.001854598,2.18E-07,3.19E-05,9.690278393,1.547943144,-0.041646812
her,family,and,15,0.008010286,0.00123311,0.022837206,2.26E-07,3.29E-05,10.0078734,1.49881992,-0.041647007
is,the,best,15,0.011732635,0.032968442,0.000595181,2.30E-07,3.36E-05,10.21391224,1.468585166,-0.041647128
is,a,good,15,0.011732635,0.021117428,0.000989777,2.45E-07,3.58E-05,10.87984338,1.378696317,-0.041647485
relationship,with,the,15,0.001124597,0.008704116,0.032968442,3.23E-07,4.71E-05,14.31755132,1.047665181,-0.041648801
shopping,at,jacob,14,8.22E-05,0.003774962,4.60E-05,1.43E-11,2.08E-09,0.000633827,22088.03604,-0.070536483
gay,comments,scott,14,0.000128243,0.000706983,0.000164415,1.49E-11,2.17E-09,0.000661354,21168.68904,-0.074191102
kanye,west,shopping,14,0.000450496,0.00040446,8.22E-05,1.50E-11,2.19E-09,0.000664549,21066.93462,-0.0745956
night,ended,face,14,0.000473514,0.000105225,0.000318965,1.59E-11,2.32E-09,0.000705091,19855.59153,-0.079410972
defense,strategy,might,12,8.88E-05,9.54E-05,0.000414325,3.51E-12,5.12E-10,0.00015563,77105.95809,-0.085204627
text,decoration,none,8,0.000200586,3.29E-05,0.000141397,9.33E-13,1.36E-10,4.14E-05,193343.9983,-0.089885734
legend,rejected,at,14,9.86E-05,5.26E-05,0.003774962,1.96E-11,2.86E-09,0.000869249,16105.85961,-0.094317034
big,night,ended,14,0.000420902,0.000473514,0.000105225,2.10E-11,3.06E-09,0.000930429,15046.81546,-0.098526982
at,jacob,co,14,0.003774962,4.60E-05,0.000180856,3.14E-11,4.59E-09,0.00139442,10040.01638,-0.11843018
hot,water,over,14,0.000263064,0.000128243,0.001262705,4.26E-11,6.21E-09,0.001889935,7407.662996,-0.1288944
rejected,at,grammy,14,5.26E-05,0.003774962,0.000263064,5.22E-11,7.62E-09,0.002317997,6039.697355,-0.134332384
staff,tmz,live,14,9.86E-05,0.000805632,0.000723425,5.75E-11,8.39E-09,0.002550768,5488.542289,-0.136523354
party,kanye,west,14,0.000335406,0.000450496,0.00040446,6.11E-11,8.92E-09,0.002711358,5163.464368,-0.137815615
tmz,live,paul,14,0.000805632,0.000723425,0.000108514,6.32E-11,9.23E-09,0.002805845,4989.583899,-0.13850683
tmz,staff,tmz,14,0.000805632,9.86E-05,0.000805632,6.40E-11,9.34E-09,0.002840628,4928.486954,-0.138749705
rundown,the,weeknds,14,4.60E-05,0.032968442,4.60E-05,6.99E-11,1.02E-08,0.003099879,4516.304996,-0.140388225
disick,heading,to,14,6.25E-05,5.26E-05,0.02759208,9.07E-11,1.32E-08,0.00402391,3479.202687,-0.144510949
heading,to,dancing,14,5.26E-05,0.02759208,6.58E-05,9.55E-11,1.39E-08,0.004235695,3305.242552,-0.145202481
with,police,kaley,14,0.008704116,0.00026964,4.60E-05,1.08E-10,1.58E-08,0.004793545,2920.594112,-0.146731549
stars,looks,like,14,0.000141397,0.000259775,0.00312388,1.15E-10,1.67E-08,0.005090731,2750.096178,-0.147409318
west,shopping,at,14,0.00040446,8.22E-05,0.003774962,1.26E-10,1.83E-08,0.005568625,2514.085403,-0.148347516
monday,april,12,13,0.00015455,0.000167703,0.000355136,9.20E-12,1.34E-09,0.000408369,31833.95235,-0.148482813
grammy,after,party,14,0.000263064,0.001509327,0.000335406,1.33E-10,1.94E-08,0.005908318,2369.540797,-0.148922115
manny,pacquiao,is,14,0.000105225,0.000111802,0.011732635,1.38E-10,2.01E-08,0.006123712,2286.195121,-0.149253433
long,term,relationship,14,0.000591893,0.000276217,0.001124597,1.84E-10,2.68E-08,0.008157158,1716.283936,-0.151518964
edition,this,content,14,0.000147973,0.006764022,0.000184145,1.84E-10,2.69E-08,0.008177035,1712.112122,-0.151535548
new,man,sam,14,0.001854598,0.001706625,6.25E-05,1.98E-10,2.88E-08,0.008773261,1595.757785,-0.151998083
after,party,kanye,14,0.001509327,0.000335406,0.000450496,2.28E-10,3.33E-08,0.010117994,1383.673458,-0.152841168
cuoco,may,have,14,4.60E-05,0.001035813,0.005576948,2.66E-10,3.88E-08,0.011798463,1186.595228,-0.1536246
international,audience,switch,8,0.000167703,0.000108514,5.59E-05,1.02E-12,1.48E-10,4.51E-05,177253.9609,-0.153847397
child,support,payments,14,0.003038384,0.001012795,9.21E-05,2.83E-10,4.13E-08,0.012570186,1113.746406,-0.153914191
social,find,us,14,0.000351848,0.000605046,0.001397525,2.98E-10,4.34E-08,0.013199319,1060.660765,-0.154125219
heres,the,rundown,14,0.00024991,0.032968442,4.60E-05,3.79E-10,5.53E-08,0.016827916,831.9509203,-0.155034394
newsletter,trending,on,14,0.000226892,0.000226892,0.007816276,4.02E-10,5.87E-08,0.017852061,784.2231737,-0.155224123
the,weeknds,big,14,0.032968442,4.60E-05,0.000420902,6.39E-10,9.32E-08,0.028341753,493.9708589,-0.156377944
face,with,police,14,0.000318965,0.008704116,0.00026964,7.49E-10,1.09E-07,0.033212421,421.5290471,-0.156665917
over,his,anti,14,0.001262705,0.006356274,9.86E-05,7.92E-10,1.16E-07,0.035127346,398.5498973,-0.156757265
ended,face,to,14,0.000105225,0.000318965,0.02759208,9.26E-10,1.35E-07,0.041086243,340.7466549,-0.156987046
water,over,his,14,0.000128243,0.001262705,0.006356274,1.03E-09,1.50E-07,0.045665549,306.5768441,-0.157122879
the,stars,looks,14,0.032968442,0.000141397,0.000259775,1.21E-09,1.77E-07,0.053725968,260.5816247,-0.157305721
near,you,around,14,0.000157838,0.010821778,0.000815497,1.39E-09,2.03E-07,0.06179905,226.540698,-0.157441042
at,grammy,after,14,0.003774962,0.000263064,0.001509327,1.50E-09,2.19E-07,0.066497537,210.5341126,-0.157504672
when,tmz,live,14,0.002801627,0.000805632,0.000723425,1.63E-09,2.38E-07,0.072441821,193.2585313,-0.157573346
on,social,find,14,0.007816276,0.000351848,0.000605046,1.66E-09,2.43E-07,0.073823016,189.6427535,-0.15758772
a,few,weeks,14,0.021117428,0.000414325,0.000200586,1.76E-09,2.56E-07,0.077863099,179.8027598,-0.157626836
may,like,find,14,0.001035813,0.00312388,0.000605046,1.96E-09,2.86E-07,0.086858632,161.1814479,-0.15770086
her,babys,daddy,14,0.008010286,0.000483379,0.000739866,2.86E-09,4.18E-07,0.127097831,110.1513687,-0.157903716
so,many,people,14,0.003745368,0.000664236,0.00152248,3.79E-09,5.53E-07,0.168041707,83.31265028,-0.158010407
may,also,like,14,0.001035813,0.001331759,0.00312388,4.31E-09,6.29E-07,0.191183401,73.22811458,-0.158050495
impacted,by,the,14,4.93E-05,0.002772032,0.032968442,4.51E-09,6.58E-07,0.199989657,70.00362034,-0.158063313
as,far,as,14,0.004524693,0.000226892,0.004524693,4.65E-09,6.78E-07,0.206085274,67.93304414,-0.158071544
follow,us,on,14,0.000453785,0.001397525,0.007816276,4.96E-09,7.23E-07,0.219916695,63.66046939,-0.158088529
like,find,out,14,0.00312388,0.000605046,0.003127168,5.91E-09,8.62E-07,0.262230345,53.38817673,-0.158129363
for,single,people,14,0.008924432,0.000453785,0.00152248,6.17E-09,9.00E-07,0.273546348,51.17962671,-0.158138143
tmz,live,is,14,0.000805632,0.000723425,0.011732635,6.84E-09,9.98E-07,0.303371383,46.14805737,-0.158158145
out,when,tmz,14,0.003127168,0.002801627,0.000805632,7.06E-09,1.03E-06,0.313146237,44.70754668,-0.158163871
she,doesnt,want,14,0.007934655,0.000782614,0.001706625,1.06E-08,1.55E-06,0.470178361,29.77593433,-0.158223228
a,young,woman,14,0.021117428,0.000506397,0.001081849,1.16E-08,1.69E-06,0.513272411,27.27596438,-0.158233166
on,near,you,14,0.007816276,0.000157838,0.010821778,1.34E-08,1.95E-06,0.592323962,23.63571439,-0.158247636
dont,know,how,14,0.002686537,0.002170274,0.002298518,1.34E-08,1.96E-06,0.594571611,23.54636473,-0.158247992
is,on,near,14,0.011732635,0.007816276,0.000157838,1.45E-08,2.11E-06,0.642179246,21.80076683,-0.158254931
you,may,also,14,0.010821778,0.001035813,0.001331759,1.49E-08,2.18E-06,0.66229955,21.13847124,-0.158257564
to,dancing,with,14,0.02759208,6.58E-05,0.008704116,1.58E-08,2.30E-06,0.700742824,19.97879896,-0.158262173
pacquiao,is,in,14,0.000111802,0.011732635,0.012064753,1.58E-08,2.31E-06,0.702121829,19.93955952,-0.158262329
dont,know,what,14,0.002686537,0.002170274,0.002982483,1.74E-08,2.54E-06,0.771497068,18.14653688,-0.158269457
dancing,with,the,14,6.58E-05,0.008704116,0.032968442,1.89E-08,2.75E-06,0.837283703,16.72073629,-0.158275125
trying,to,make,14,0.000611623,0.02759208,0.001269282,2.14E-08,3.12E-06,0.950331163,14.73170673,-0.158283032
anything,to,do,14,0.00042419,0.02759208,0.002541852,2.98E-08,4.34E-06,1.319908806,10.60679339,-0.158299429
for,their,children,14,0.008924432,0.002531987,0.001335048,3.02E-08,4.40E-06,1.338405162,10.4602107,-0.158300012
love,and,support,14,0.001703337,0.022837206,0.001012795,3.94E-08,5.75E-06,1.747888509,8.00966419,-0.158309754
with,the,stars,14,0.008704116,0.032968442,0.000141397,4.06E-08,5.92E-06,1.800159962,7.777086646,-0.158310678
seems,to,be,14,0.00028937,0.02759208,0.005813705,4.64E-08,6.77E-06,2.059395004,6.798113024,-0.15831457
the,rundown,the,14,0.032968442,4.60E-05,0.032968442,5.00E-08,7.30E-06,2.21995636,6.306430275,-0.158316524
part,of,this,14,0.000522839,0.01604359,0.006764022,5.67E-08,8.28E-06,2.517231948,5.561664673,-0.158319485
for,him,because,14,0.008924432,0.003446133,0.001917076,5.90E-08,8.60E-06,2.615776789,5.352138631,-0.158320318
look,at,the,14,0.000516262,0.003774962,0.032968442,6.43E-08,9.37E-06,2.850560361,4.911315049,-0.15832207
live,is,on,14,0.000723425,0.011732635,0.007816276,6.63E-08,9.68E-06,2.943321543,4.756530944,-0.158322686
to,respond,to,14,0.02759208,8.88E-05,0.02759208,6.76E-08,9.86E-06,2.998832489,4.668483502,-0.158323036
he,wanted,to,14,0.007599249,0.000328829,0.02759208,6.89E-08,1.01E-05,3.058966124,4.576709722,-0.1583234
care,of,his,14,0.000690542,0.01604359,0.006356274,7.04E-08,1.03E-05,3.124229781,4.481104459,-0.15832378
with,his,son,14,0.008704116,0.006356274,0.001282435,7.10E-08,1.04E-05,3.147830966,4.447506919,-0.158323914
to,face,with,14,0.02759208,0.000318965,0.008704116,7.66E-08,1.12E-05,3.398602696,4.119339991,-0.158325219
a,link,to,14,0.021117428,0.00015455,0.02759208,9.01E-08,1.31E-05,3.995240074,3.504169897,-0.158327664
wants,to,be,14,0.000611623,0.02759208,0.005813705,9.81E-08,1.43E-05,4.352812168,3.216311538,-0.158328808
by,the,way,14,0.002772032,0.032968442,0.00109829,1.00E-07,1.46E-05,4.453103023,3.143875165,-0.158329096
have,been,in,14,0.005576948,0.00187104,0.012064753,1.26E-07,1.84E-05,5.585304141,2.506577914,-0.15833163
by,the,drama,14,0.002772032,0.032968442,0.001381084,1.26E-07,1.84E-05,5.599710388,2.500129298,-0.158331655
i,love,my,14,0.014264622,0.001703337,0.005422398,1.32E-07,1.92E-05,5.845221379,2.395118866,-0.158332073
his,daughter,and,14,0.006356274,0.000970047,0.022837206,1.41E-07,2.05E-05,6.247224616,2.24099514,-0.158332685
know,what,to,14,0.002170274,0.002982483,0.02759208,1.79E-07,2.61E-05,7.923662057,1.766859805,-0.15833457
the,lives,of,14,0.032968442,0.000348559,0.01604359,1.84E-07,2.69E-05,8.179474158,1.711601471,-0.15833479
you,know,that,14,0.010821778,0.002170274,0.011456419,2.69E-07,3.93E-05,11.9374335,1.172781403,-0.158336932
according,to,the,14,0.000325541,0.02759208,0.032968442,2.96E-07,4.32E-05,13.13825289,1.065590693,-0.158337358
be,formally,arraigned,13,0.005813705,4.60E-05,4.27E-05,1.14E-11,1.67E-09,0.000507592,25611.12776,-0.173219997
south,beach,lady,12,0.000210451,0.00011509,0.000213739,5.18E-12,7.55E-10,0.00022968,52246.70064,-0.184025991
chelsielovely,april,21,8,2.63E-05,0.000167703,0.000243334,1.07E-12,1.57E-10,4.76E-05,167972.0812,-0.190745041
arraigned,before,judge,13,4.27E-05,0.001032525,0.000315676,1.39E-11,2.03E-09,0.000618166,21029.94408,-0.191431274
jacob,co,heres,10,4.60E-05,0.000180856,0.00024991,2.08E-12,3.04E-10,9.23E-05,108326.4926,-0.194472954
high,risk,forms,10,0.000338694,0.000124955,4.93E-05,2.09E-12,3.05E-10,9.26E-05,107975.9214,-0.195866557
copyright,2016,interactive,13,0.000299235,0.000943741,5.26E-05,1.49E-11,2.17E-09,0.00065918,19721.46075,-0.196632802
oj,simpson,really,12,5.26E-05,8.55E-05,0.001265993,5.69E-12,8.31E-10,0.000252648,47497.00058,-0.20290716
complete,account,merge,9,0.000108514,0.000420902,3.29E-05,1.50E-12,2.19E-10,6.66E-05,135069.5954,-0.204851492
password,forgotpassword,create,8,0.000190721,2.63E-05,0.000220316,1.11E-12,1.61E-10,4.90E-05,163130.8889,-0.209989913
dennis,lattimer,said,12,4.60E-05,7.89E-05,0.001703337,6.19E-12,9.03E-10,0.000274555,43707.02113,-0.217973215
people,vs,oj,12,0.00152248,8.22E-05,5.26E-05,6.58E-12,9.61E-10,0.000292147,41075.1599,-0.22843548
copyright,ip,policy,9,0.000299235,2.96E-05,0.000177568,1.57E-12,2.29E-10,6.98E-05,129004.1991,-0.228962861
before,judge,robert,13,0.001032525,0.000315676,0.00011509,3.75E-11,5.47E-09,0.001664294,7811.122088,-0.243979184
0,replies,0,12,0.000361712,5.59E-05,0.000361712,7.31E-12,1.07E-09,0.000324485,36981.62184,-0.244708251
robert,glusman,on,13,0.00011509,4.27E-05,0.007816276,3.85E-11,5.61E-09,0.001706089,7619.768429,-0.24473986
grinsells,bail,was,13,0.000157838,4.27E-05,0.005981408,4.04E-11,5.89E-09,0.001790516,7260.475472,-0.246168133
glusman,on,monday,13,4.27E-05,0.007816276,0.00015455,5.16E-11,7.53E-09,0.002291033,5674.295638,-0.252473569
bail,was,set,13,4.27E-05,0.005981408,0.000266352,6.81E-11,9.94E-09,0.003021496,4302.503983,-0.257926762
rant,adult,content,9,0.00011509,7.89E-05,0.000184145,1.67E-12,2.44E-10,7.42E-05,121286.9836,-0.259640598
2016,interactive,one,13,0.000943741,5.26E-05,0.002456356,1.22E-10,1.78E-08,0.005411074,2402.480493,-0.2654798
pdt,by,tmz,13,6.25E-05,0.002772032,0.000805632,1.40E-10,2.04E-08,0.006190251,2100.076385,-0.266681927
on,monday,april,13,0.007816276,0.00015455,0.000167703,2.03E-10,2.96E-08,0.0089879,1446.389084,-0.269280487
ago,0,replies,12,0.000437343,0.000361712,5.59E-05,8.84E-12,1.29E-09,0.000392332,30586.30378,-0.270131137
the,united,states,13,0.032968442,7.56E-05,0.00013482,3.36E-10,4.90E-08,0.014914215,871.6516535,-0.271565203
baller,alert,com,12,7.23E-05,0.000101937,0.001226534,9.04E-12,1.32E-09,0.000401286,29903.84539,-0.272844069
will,be,formally,13,0.002499104,0.005813705,4.60E-05,6.69E-10,9.76E-08,0.029674601,438.0850802,-0.273288732
was,still,upset,13,0.005981408,0.001019371,0.000141397,8.62E-10,1.26E-07,0.038249332,339.8752209,-0.273679139
set,at,1,13,0.000266352,0.003774962,0.000871398,8.76E-10,1.28E-07,0.038871722,334.4333433,-0.273700771
at,1,million,13,0.003774962,0.000871398,0.000322253,1.06E-09,1.55E-07,0.047029985,276.419396,-0.27393139
share,this,page,13,0.000654371,0.006764022,0.00024991,1.11E-09,1.61E-07,0.049075187,264.8996539,-0.273977184
back,and,forth,13,0.001282435,0.022837206,5.26E-05,1.54E-09,2.25E-07,0.068362485,190.1627773,-0.274274281
fathers,and,mothers,13,0.000253199,0.022837206,0.000322253,1.86E-09,2.72E-07,0.082670402,157.2509582,-0.274405113
no,matter,how,13,0.002219599,0.000381442,0.002298518,1.95E-09,2.84E-07,0.086337593,150.5717207,-0.274431664
of,use,privacy,13,0.01604359,0.000575452,0.000213739,1.97E-09,2.88E-07,0.087547394,148.4909986,-0.274439936
1,million,she,13,0.000871398,0.000322253,0.007934655,2.23E-09,3.25E-07,0.098853095,131.5082746,-0.274507446
0,a,month,13,0.000272928,0.021117428,0.000496532,2.86E-09,4.18E-07,0.12696568,102.3898744,-0.274623199
she,had,lost,13,0.007934655,0.002505681,0.000157838,3.14E-09,4.58E-07,0.139224136,93.37461426,-0.274659036
notify,me,of,13,4.93E-05,0.004120233,0.01604359,3.26E-09,4.76E-07,0.144655233,89.8688539,-0.274672972
it,sounds,like,13,0.007714339,0.000144685,0.00312388,3.49E-09,5.09E-07,0.154691087,84.03845543,-0.27469615
black,black,black,13,0.001555363,0.001555363,0.001555363,3.76E-09,5.49E-07,0.166933855,77.87515591,-0.27472065
a,few,days,13,0.021117428,0.000414325,0.000437343,3.83E-09,5.58E-07,0.169767084,76.57550402,-0.274725817
in,new,york,13,0.012064753,0.001854598,0.000187433,4.19E-09,6.12E-07,0.186064137,69.86838101,-0.274752479
had,never,been,13,0.002505681,0.001012795,0.00187104,4.75E-09,6.93E-07,0.210658484,61.71125763,-0.274784906
leave,a,comment,13,0.000361712,0.021117428,0.000664236,5.07E-09,7.40E-07,0.225099928,57.75212855,-0.274800644
was,set,at,13,0.005981408,0.000266352,0.003774962,6.01E-09,8.77E-07,0.266821368,48.721735,-0.274836542
million,she,will,13,0.000322253,0.007934655,0.002499104,6.39E-09,9.32E-07,0.283503217,45.8548589,-0.274847938
have,been,together,13,0.005576948,0.00187104,0.000736578,7.69E-09,1.12E-06,0.340994311,38.12380317,-0.274878671
see,all,see,13,0.00152248,0.00395253,0.00152248,9.16E-09,1.34E-06,0.40646902,31.98275724,-0.274903083
the,other,hand,13,0.032968442,0.001364642,0.000207163,9.32E-09,1.36E-06,0.413501746,31.43880318,-0.274905246
at,this,point,13,0.003774962,0.006764022,0.000473514,1.21E-08,1.76E-06,0.536413467,24.23503657,-0.274933882
see,his,son,13,0.00152248,0.006356274,0.001282435,1.24E-08,1.81E-06,0.550602847,23.61048451,-0.274936365
he,declined,to,13,0.007599249,6.25E-05,0.02759208,1.31E-08,1.91E-06,0.581203564,22.36737834,-0.274941307
dating,a,man,13,0.000614911,0.021117428,0.001706625,2.22E-08,3.23E-06,0.98319637,13.22218063,-0.274977661
i,didnt,want,13,0.014264622,0.000930587,0.001706625,2.27E-08,3.31E-06,1.005088588,12.93418327,-0.274978806
all,see,all,13,0.00395253,0.00152248,0.00395253,2.38E-08,3.47E-06,1.055239228,12.31948137,-0.274981249
we,have,been,13,0.003485592,0.005576948,0.00187104,3.64E-08,5.31E-06,1.613633794,8.056350859,-0.274998196
